ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,Ano_Novo,Ano_Novo_lower,Ano_Novo_upper,Black_Friday,Black_Friday_lower,Black_Friday_upper,Carnaval,Carnaval_lower,Carnaval_upper,Criancas,Criancas_lower,Criancas_upper,Cyber_Monday,Cyber_Monday_lower,Cyber_Monday_upper,Dia_dos_Pais,Dia_dos_Pais_lower,Dia_dos_Pais_upper,Independencia,Independencia_lower,Independencia_upper,Labour_Day,Labour_Day_lower,Labour_Day_upper,Namorados,Namorados_lower,Namorados_upper,Natal,Natal_lower,Natal_upper,Pascoa,Pascoa_lower,Pascoa_upper,Tiradentes,Tiradentes_lower,Tiradentes_upper,additive_terms,additive_terms_lower,additive_terms_upper,holidays,holidays_lower,holidays_upper,monthly,monthly_lower,monthly_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,yhat
2018-09-11,40235.40195228765,37625.5153527504,50538.85213223698,40075.08758819554,40387.19699854763,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3930.1945484850758,3930.1945484850758,3930.1945484850758,0.0,0.0,0.0,227.16970438909598,227.16970438909598,227.16970438909598,3347.8978975222844,3347.8978975222844,3347.8978975222844,355.1269465736959,355.1269465736959,355.1269465736959,0.0,0.0,0.0,44165.59650077272
2018-09-12,40271.47840098482,36751.487942453256,49382.69437378849,40107.43118205552,40429.49537911171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2824.194251200641,2824.194251200641,2824.194251200641,0.0,0.0,0.0,310.49950416273714,310.49950416273714,310.49950416273714,2476.4677992981674,2476.4677992981674,2476.4677992981674,37.22694773973641,37.22694773973641,37.22694773973641,0.0,0.0,0.0,43095.672652185465
2018-09-13,40307.55484968201,35186.4117788605,48514.62105603231,40138.421566658006,40471.45796701509,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1242.6356275925828,1242.6356275925828,1242.6356275925828,0.0,0.0,0.0,344.7240055966784,344.7240055966784,344.7240055966784,1219.9357873427211,1219.9357873427211,1219.9357873427211,-322.0241653468168,-322.0241653468168,-322.0241653468168,0.0,0.0,0.0,41550.19047727459
2018-09-14,40343.6312983792,32625.000001303404,45686.55656203463,40166.04127786896,40513.07220123596,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1126.1887073540488,-1126.1887073540488,-1126.1887073540488,0.0,0.0,0.0,553.0818662086466,553.0818662086466,553.0818662086466,-965.6856366717791,-965.6856366717791,-965.6856366717791,-713.5849368909156,-713.5849368909156,-713.5849368909156,0.0,0.0,0.0,39217.44259102515
2018-09-15,40379.70774707638,28285.16185589784,40589.73817849077,40197.29750165178,40555.037256968215,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-6004.75595388884,-6004.75595388884,-6004.75595388884,0.0,0.0,0.0,1069.2168818321688,1069.2168818321688,1069.2168818321688,-5946.296305791276,-5946.296305791276,-5946.296305791276,-1127.676529929734,-1127.676529929734,-1127.676529929734,0.0,0.0,0.0,34374.951793187545
2018-09-16,40415.784195773565,29513.27703591834,42989.79700515581,40228.09474165877,40598.094899085365,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-4221.292457480454,-4221.292457480454,-4221.292457480454,0.0,0.0,0.0,1668.5906975833836,1668.5906975833836,1668.5906975833836,-4335.8595262051895,-4335.8595262051895,-4335.8595262051895,-1554.0236288586477,-1554.0236288586477,-1554.0236288586477,0.0,0.0,0.0,36194.49173829311
2018-09-17,40451.86064447075,37966.031680943044,50880.06064438596,40258.608983638434,40640.345742830665,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4063.604722290588,4063.604722290588,4063.604722290588,0.0,0.0,0.0,1842.1723199221767,1842.1723199221767,1842.1723199221767,4203.539984517716,4203.539984517716,4203.539984517716,-1982.1075821493048,-1982.1075821493048,-1982.1075821493048,0.0,0.0,0.0,44515.46536676134
2018-09-18,40487.93709316793,36025.3663026911,49209.40083526929,40286.584763673294,40682.99431074291,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2150.827746152009,2150.827746152009,2150.827746152009,0.0,0.0,0.0,1204.3555406331059,1204.3555406331059,1204.3555406331059,3347.897897525129,3347.897897525129,3347.897897525129,-2401.425692006226,-2401.425692006226,-2401.425692006226,0.0,0.0,0.0,42638.76483931994
2018-09-19,40524.01354186512,33973.618828377366,46150.13562095188,40317.69017158565,40724.613247350375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-444.78907631893725,-444.78907631893725,-444.78907631893725,0.0,0.0,0.0,-119.50647245619436,-119.50647245619436,-119.50647245619436,2476.4677993021583,2476.4677993021583,2476.4677993021583,-2801.750403164901,-2801.750403164901,-2801.750403164901,0.0,0.0,0.0,40079.22446554618
2018-09-20,40560.0899905623,31139.990907872667,43616.03561314936,40347.61130161433,40767.95330320358,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-3459.075729823444,-3459.075729823444,-3459.075729823444,0.0,0.0,0.0,-1505.629380921791,-1505.629380921791,-1505.629380921791,1219.9357873494832,1219.9357873494832,1219.9357873494832,-3173.3821362511376,-3173.3821362511376,-3173.3821362511376,0.0,0.0,0.0,37101.014260738855
